Zip Code,SizeRank,MsaName,2019 Average Rental Price,Total Occupied Housing Units %,Total Vacant Housing Units %,Vacancy Rate,Rental Vacancy Rate %,1 Unit_Detached %,Total 1Unit attached ,1 Unit_Attached %,2 Units %,3 to 4 Units %,5 to 9 units % ,15 to 19 units % ,20 or more units % ,Total population,Median age (years),Sex ratio (males per 100 females),Under 5 years (%),5 to 9 years (%),10 to 14 years (%),15 to 19 years (%),20 to 24 years (%),25 to 29 years (%),30 to 34 years (%),35 to 39 years (%),40 to 44 years (%),45 to 49 years (%),50 to 54 years (%),55 to 59 years (%),60 to 64 years (%),65 to 69 years (%),70 to 74 years (%),75 to 79 years (%),80 to 84 years (%),85 years and over (%),Median household income in the past 12 months (2019 inflation-adjusted $),Below the poverty level in the past 12 months (% population 20-64 years),Disability (% population 20-64 years),Labor Force Participation Rate (16+ years old),Labor Force Participation Rate (% population 20-64 years old),Employment/Population Ratio (16+ years old),Employment/Population Ratio (20-64 years old),Unemployment rate (16+ years old),White (% of population 16+),Black (% of population 16+),American Indian and Alaska Native (% of population 16+),Asian (% of population 16+),Native Hawaiian and Other Pacific Islander (% of population 16+),Other race (% of population 16+),Two or more races (% of population 16+),Hispanic (% of population 16+),White not Hispanic (% of population 16+),Less than high school graduate (% population 25-64),High school graduate (% population 25-64),Some college or associate's degree (% population 25-64),Bachelor's degree or higher (% population 25-64),Total in Labor Force (% of Sample Population),Total Not in Labor Force (% of Sample Population),Total in Labor Force and Employed (% of Sample Population),"Total in Labor Force, Employed, and With Health Insurance (% of Sample Population)","Total in Labor Force, Employed, and With Health Insurance  - Private Health Insurance  (% of Sample Population)","Total in Labor Force, Employed, and With Health Insurance  - Public Health Insurance (% of Sample Population)","Total in Labor Force, Employed, and With No Health Insurance (% of Sample Population)",Total in Labor Force and Unemployed  (% of Sample Population),"Total in Labor Force, Unemployed, and With Health Insurance (% of Sample Population)","Total in Labor Force, Unemployed, and With Health Insurance - Private Health Insurance (% of Sample Population)","Total in Labor Force, Unemployed, and With Health Insurance - Public Health Insurance (% of Sample Population) ","Total in Labor Force, Unemployed, and With No Health Insurance (% of Sample Population)",Total Not in Labor Force (% of Sample Population),Total Not in Labor Force and With Health Insurance (% of Sample Population),Total Not in Labor Force and With Health Insurance - Private Health Insurance (% of Sample Population),Total Not in Labor Force and With Health Insurance - Public Health Insurance (% of Sample Population),Total Not in Labor Force and With No Health Insurance (% of Sample Population),Total Population 18 to 24 Years Old,Less than high school graduate - Ages 18 to 24,High school graduate (includes equivalency) - Ages 18 to 24,Some college or associate's degree - Ages 18 to 24,Bachelor's degree or higher - Ages 18 to 24,Total Population 25 Years Old and Over,Less than 9th grade - Ages 25+,"9th to 12th grade, no diploma - Ages 25+",High school graduate (includes equivalency) - Ages 25+,0
60061,3520,"Chicago, IL",1648.791667,93,7,0.2,8.6,40.9,2579,24.2,0.4,6,9.7,3.4,15,26967,39.2,97.6,5,7.6,8.7,8,4,4.7,6.3,6.8,9.1,7.8,7.6,5.9,5.6,4,3.8,1.8,1.1,2.2,104583,5.32243532,3.024842322,69.6,82.7,66.9,79.4,3.7,68.59319649,2.562236133,0.203814238,22.31765905,0,3.474547484,2.84854661,12.74324259,59.9359441,4.182220379,9.850684363,18.47089728,67.49619798,82.57066802,17.42933198,79.4714159,73.13347699,70.19267334,3.397135252,6.337938902,3.099252123,2.490809989,2.338699455,0.152110534,0.608442135,17.42933198,16.39624794,14.33007986,2.554189378,1.033084041,82.57066802,17.42933198,79.4714159,73.13347699,70.19267334,3.397135252,6.337938902,3.099252123,2.490809989,
90601,3523,"Los Angeles-Long Beach-Anaheim, CA",1764.625,96.9,3.1,1.4,2.8,61.9,950,8.4,2.5,6.8,7.1,5.5,7,32053,39,90.5,5.4,5.3,6.1,5.6,7,8.4,6.6,7.6,7.6,5.9,6.3,6.1,5.9,5.2,3.5,3.2,2.1,2.1,76732,7.893533804,6.897952964,64,78.9,61.7,76.3,3.5,53.9778142,1.227461594,1.421873213,7.875576564,0,31.71958983,3.777684596,67.22448824,22.58224374,10.37919578,23.88016955,37.47851988,28.26211479,78.67336683,21.32663317,76.05527638,70.15577889,63.62311558,8.381909548,5.899497487,2.618090452,1.819095477,1.361809045,0.608040201,0.798994975,21.32663317,18.83417085,12.08542714,7.733668342,2.492462312,78.67336683,21.32663317,76.05527638,70.15577889,63.62311558,8.381909548,5.899497487,2.618090452,1.819095477,
23703,3524,"Virginia Beach, VA",1553.041667,92.3,7.7,0.7,10,60.5,1591,15.2,2.7,6,10,3.9,1.5,26655,35.5,89.3,5.8,7.4,6.9,6,7.8,7.9,7.7,5.8,7.1,5.8,6.6,5.4,5.4,5.2,3.6,2.7,1.3,1.6,66739,7.567158532,9.654433094,68.4,82.4,59.5,72.5,6.3,46.08906651,48.0873537,0.309258731,1.993529356,0,0.884955752,2.63583595,3.863355219,44.48092112,4.435571688,26.64246824,37.95281307,30.96914701,80.4754379,19.5245621,76.05689451,66.8971421,60.42407481,9.278282629,9.159752404,4.418543395,2.838140392,1.863558541,1.330172527,1.580403003,19.5245621,17.50954827,12.55103385,7.427894113,2.015013829,80.4754379,19.5245621,76.05689451,66.8971421,60.42407481,9.278282629,9.159752404,4.418543395,2.838140392,
94598,3525,"San Francisco, CA",2154.208333,95.3,4.7,1.2,3.4,67.2,1825,16.8,1.1,3.8,2.1,1.3,7.7,27831,45.1,89.4,6.7,6,5.2,5.6,3.2,5,5,6.1,7.1,6.5,7.1,6.6,7,6.7,5.6,3.7,3.2,3.7,154125,2.403749582,4.63341145,59.1,79.7,56.8,77.1,3.8,72.03378529,2.836185819,0.040008891,18.79084241,0.506779284,1.884863303,3.907535008,9.139808846,66.5747944,1.714326362,4.502774221,18.21027173,75.57262769,79.87163369,20.12836631,77.00655065,74.35320585,73.20187918,2.064447826,2.653344802,2.865083041,2.368821544,2.044597367,0.469794217,0.496261497,20.12836631,19.42036657,17.58089062,2.554092503,0.707999735,79.87163369,20.12836631,77.00655065,74.35320585,73.20187918,2.064447826,2.653344802,2.865083041,2.368821544,
32221,3528,"Jacksonville, FL",2196.041667,94,6,1.5,7.2,77.5,287,2.6,1.1,0.1,0.9,1.9,1.3,30900,37,94.3,6.9,6.6,8.5,7.3,6,5.5,5.9,7.5,7.1,6.2,7.3,6.5,5.3,5,3,2.9,1.6,1.1,63900,11.41498216,12.48513674,61.9,76.6,58.5,72.8,4.9,59.09340311,30.68838898,0.046427215,6.052420546,0.09285443,2.82361879,1.202886929,6.368969738,55.72109906,13.74928883,32.01845882,32.53682281,21.69542955,76.13242367,23.86757633,72.81623979,64.22659658,59.92618275,8.600827648,8.589643217,3.316183872,2.76814674,1.968459904,1.146404205,0.548037132,23.86757633,19.53360922,11.0502181,12.06240913,4.333967118,76.13242367,23.86757633,72.81623979,64.22659658,59.92618275,8.600827648,8.589643217,3.316183872,2.76814674,
64111,3529,"Kansas City, MO",1197.708333,87.1,12.9,0,1.9,28.2,230,2,3.1,9.8,19.2,14.9,22.5,17942,31.6,111.4,3,2.9,2.9,2,12.4,20.7,14.9,7.5,5.7,4.8,5.4,4.1,4.3,2.6,2.5,1.5,0.9,1.8,51413,12.58282765,8.279277394,79.8,86.8,77.9,84.9,2,80.31859278,10.17282736,0,3.370440987,0.129159235,2.872255366,3.136724276,9.674641737,73.90983455,4.815396052,14.24795573,20.58313372,60.3535145,87.30203224,12.69796776,85.76734408,73.58794674,72.80308339,1.93412754,12.17939734,1.534688157,1.205325858,1.065171689,0.14015417,0.329362299,12.69796776,10.55360897,6.454099509,4.569025929,2.144358795,87.30203224,12.69796776,85.76734408,73.58794674,72.80308339,1.93412754,12.17939734,1.534688157,1.205325858,
3801,3530,"Boston, MA",1523.958333,94.8,5.2,0.5,2.2,41.4,823,7.5,7,12.9,12.7,6,9.8,22488,40.5,97.1,3.7,5,3.9,4.4,6.4,10,9.7,6.4,6.6,5.9,6.9,7.1,6.4,5.9,4.6,3,2.2,1.9,85000,5.998367791,6.957290533,72.7,86.8,68.2,82,2,91.19926105,2.406732694,0.076974393,4.243854878,0,0.313029199,1.760147791,3.002001334,89.06450454,3.234318456,13.51025332,21.66013269,61.59529554,86.31061138,13.68938862,84.75052706,80.47786367,76.14898103,5.818692902,4.272663387,1.560084329,1.138439916,0.576247365,0.562192551,0.421644413,13.68938862,12.91637386,8.468025299,5.600843289,0.773014758,86.31061138,13.68938862,84.75052706,80.47786367,76.14898103,5.818692902,4.272663387,1.560084329,1.138439916,
15210,3533,"Pittsburgh, PA",1508.5,84.7,15.3,1.2,4.8,68.7,685,5.3,10.2,6.5,3.5,0.9,3.9,26241,35.2,93.6,4.8,7.3,8.2,6.3,5.7,8.7,8.6,6.6,5.2,5.1,7,7.2,7.3,4.5,3,2,1.3,1.2,39886,19.83964199,18.90111256,65.2,75.7,59.1,69.3,9.4,66.34980989,24.99268792,0.302232622,5.162328166,0.102369114,0.038997758,3.051574534,3.149068929,63.77108316,11.97945205,37.17123288,32.06164384,18.78767123,75.85447875,24.14552125,69.28767961,62.56190767,52.5894222,12.82788138,6.725771935,6.566799144,5.331702843,1.546927545,3.839804341,1.235096301,24.14552125,22.2928768,7.392234791,17.01008866,1.852644451,75.85447875,24.14552125,69.28767961,62.56190767,52.5894222,12.82788138,6.725771935,6.566799144,5.331702843,
78244,3534,"San Antonio, TX",1096.041667,93.6,6.4,2,3.8,89.4,131,1.3,0.6,0.8,1.4,2.1,2.4,30981,32.9,88.4,7.3,8,7.5,7.6,6.7,8.1,8.1,7.4,7.2,6.5,5.9,6,4.8,3.7,2.6,1.4,0.7,0.5,62080,10.09086561,13.3269568,66.7,77,61.8,71.3,6,59.12292758,27.78541362,0.356498583,2.074564041,0.060132291,7.73988489,2.860578988,48.25616356,21.54883601,13.21633238,26.15210124,37.41642789,23.21513849,76.58583077,23.41416923,71.87864026,63.02022662,60.36746797,5.893254262,8.85841364,4.707190511,2.419781849,2.091496347,0.635391295,2.287408663,23.41416923,17.67446786,11.6276607,8.042994811,5.739701366,76.58583077,23.41416923,71.87864026,63.02022662,60.36746797,5.893254262,8.85841364,4.707190511,2.419781849,
92614,3537,"Los Angeles-Long Beach-Anaheim, CA",1850.083333,93.8,6.2,1.1,7.8,31.8,2488,23.1,1.8,4.8,7.9,6.2,24.4,27187,35,104.1,5.8,6.9,4.7,5.7,7.7,10.1,9,8.2,7.4,6.6,6.4,5.9,5.9,4.3,2.2,1.8,0.6,0.9,104021,13.14620909,5.339619538,68.2,77.4,64.9,74,4.5,55.50885756,1.021330441,0.474511931,36.50578453,0.641720897,2.015545915,3.832248735,9.756869125,48.30079537,3.869489846,6.253095592,20.2761268,69.60128777,76.14673971,23.85326029,72.86496938,70.05585992,64.86733269,6.278869911,2.809109464,3.28177033,3.115264798,2.003437534,1.165538726,0.166505532,23.85326029,21.57052315,17.57976152,5.226125255,2.282737136,76.14673971,23.85326029,72.86496938,70.05585992,64.86733269,6.278869911,2.809109464,3.28177033,3.115264798,
60601,3540,"Chicago, IL",2362.166667,83.2,16.8,2.9,5.5,1.2,160,1.5,0.5,0,0,0,96.8,15083,33.6,87.3,2.8,1.2,0.9,6.7,8.7,20.1,12.2,6.4,6.5,7.4,4.6,1.8,6.8,4.7,4,3.6,1,0.7,103112,9.28844955,4.283551518,69.8,80,66.6,77.3,4.5,72.31906289,4.831962069,0,19.17445266,0,0.725142937,2.949379445,7.321154651,66.10654023,0,2.540834846,6.8158903,90.64327485,78.16328279,21.83671721,74.91647391,72.32074017,71.66109826,0.659641909,2.595733745,3.246808875,3.246808875,2.775636083,0.882378138,0,21.83671721,20.80870385,20.74016962,0.257003341,1.028013364,78.16328279,21.83671721,74.91647391,72.32074017,71.66109826,0.659641909,2.595733745,3.246808875,3.246808875,
33145,3549,"Miami-Fort Lauderdale, FL",2024.125,90.4,9.6,3.3,5.6,46.7,2215,17.2,3.1,3.2,3.1,4.8,21.4,30713,45.6,91.8,4.1,4,4.1,4.1,5.2,6,8.7,6.8,5.9,7,9.2,7.4,5.6,4.9,5.1,4.1,2.6,5.1,54288,9.364143594,6.758606169,64.4,84,62,81,3.7,92.23749437,2.98557909,0.833708878,1.246807871,0,1.592308848,1.104100946,84.78293526,12.57698663,9.019360028,26.32274372,23.55948756,41.09840869,83.55386539,16.44613461,80.64700979,65.83663263,63.59658262,2.484892686,14.81037716,2.906855595,1.359658262,0.708480934,0.651177329,1.547197333,16.44613461,11.96082517,8.51219004,3.87580746,4.485309439,83.55386539,16.44613461,80.64700979,65.83663263,63.59658262,2.484892686,14.81037716,2.906855595,1.359658262,
90015,3559,"Los Angeles-Long Beach-Anaheim, CA",2227.583333,88.1,11.9,3.2,8.3,3.4,253,2.2,1,3,4.4,5.6,79.8,22651,31.9,103.4,5.3,4.4,4.8,6.5,9.8,15.2,10.2,10,7.6,6.8,4.4,4.3,3.1,2.7,2.1,1.2,0.8,0.9,43890,24.17548419,7.282965163,71,80.1,66.6,75.3,6.2,37.90453286,7.90505568,0.5489622,18.42421708,0.052282114,31.25947613,3.905473937,56.15099075,15.53301616,24.39339555,13.5821967,20.38765255,41.6367552,78.70733917,21.29266083,73.96556931,55.08909695,42.5551193,13.42796738,18.87647236,4.741769858,3.527635156,1.77589852,1.751736635,1.214134703,21.29266083,17.06433102,8.704318937,8.704318937,4.22832981,78.70733917,21.29266083,73.96556931,55.08909695,42.5551193,13.42796738,18.87647236,4.741769858,3.527635156,
30012,3560,"Atlanta, GA",1884.708333,92.5,7.5,0.4,6.1,60.1,529,4.9,5.3,6.1,5.4,4.1,3.4,28591,34.9,85.1,6.6,6.3,9.4,7.9,6.6,7.1,6.3,7,7.1,5.6,5.4,6.6,4.9,4,3.3,2.1,1.7,2.1,47411,17.33860994,9.448429384,59.8,74,56.1,69.7,6.3,51.58205922,44.51475819,0,1.113215391,0,1.824564645,0.965402559,15.15081528,38.7916301,16.59309088,29.04491626,31.27321141,23.08878144,75.60884692,24.39115308,71.12947316,55.08200795,52.65904573,3.864314115,16.04746521,4.479373757,2.659045726,1.491053678,1.230119284,1.820328032,24.39115308,16.81784294,10.8971173,8.573558648,7.573310139,75.60884692,24.39115308,71.12947316,55.08200795,52.65904573,3.864314115,16.04746521,4.479373757,2.659045726,
64152,3563,"Kansas City, MO",1110.875,97,3,0.7,1.9,84.2,644,5.8,1.9,5.7,0.9,1.2,0.2,29029,39.5,98.9,6.5,6.9,6.9,6.8,5.5,5.3,6,6.6,7.1,7,7.7,7.8,6.1,5.3,4.3,2.6,0.9,0.6,94284,3.584521385,8.676171079,71.8,84.2,68.6,80.9,3.9,89.34458832,4.419498829,0.278428426,2.863835241,0.030936492,1.043001724,2.019710965,2.824059752,87.64308127,2.810574949,17.52438398,28.25975359,51.40528747,83.7487767,16.2512233,80.7840654,76.86373841,75.83904208,1.945771688,3.920326982,2.9647113,2.106959876,1.986068735,0.161188187,0.857751425,16.2512233,14.33999194,12.35392321,2.872603765,1.911231363,83.7487767,16.2512233,80.7840654,76.86373841,75.83904208,1.945771688,3.920326982,2.9647113,2.106959876,
45240,3571,"Cincinnati, OH",1090,93.7,6.3,0.3,3.7,72,343,3.2,1.8,3.6,8.5,8.3,2.3,26685,34.4,93,7.9,6.9,7.7,6.6,6.7,8.9,6,5.3,5.6,4.8,9.1,5.4,5.7,4.2,4,2.9,1.5,0.9,60281,10.77816947,9.374591983,68,80.9,64.6,77.4,4.6,35.99032624,53.17111692,0.098711811,4.590099205,0.296135433,2.18153102,3.672079364,5.073787079,32.05666058,8.822225506,27.15383479,34.49091178,29.53302793,80.78900026,19.21099974,77.60215883,69.5772295,61.45592393,10.19660756,8.024929324,3.186841429,2.492932408,1.092264199,1.542020046,0.693909021,19.21099974,16.58314058,10.40221023,8.583911591,2.627859162,80.78900026,19.21099974,77.60215883,69.5772295,61.45592393,10.19660756,8.024929324,3.186841429,2.492932408,
7631,3574,"New York, NY",1619.75,90.6,9.4,1.2,8.4,40.2,888,7.3,10.7,8.7,8.9,5.9,18.2,28271,43.4,86.6,5.6,6,5,5.2,5.6,6.1,6.3,6.2,7.2,9.3,7.3,7.8,6.2,4.7,4.1,3.1,2.5,1.8,85733,11.59734918,4.987431444,68.9,83.3,64.7,78.4,6.1,53.09031227,26.27737226,0.570120503,10.01598065,0,5.999222563,4.046991751,27.81065089,32.9546927,9.429934706,25.80361627,21.64741336,43.11903566,82.62810011,17.37189989,77.60578498,65.17710864,59.99096096,6.366871928,12.42867635,5.022315123,2.779503983,1.434947178,1.440596576,2.242811141,17.37189989,14.6149935,9.061634936,6.169142986,2.756906389,82.62810011,17.37189989,77.60578498,65.17710864,59.99096096,6.366871928,12.42867635,5.022315123,2.779503983,
95219,3575,"Stockton, CA",2028.125,94.5,5.5,0,2.5,61.7,826,7.2,2.6,6.4,8.9,4.5,8.3,29270,37.3,95.6,7.3,7.5,7.2,5.9,4.9,7.2,7.3,6,7.1,6,6.3,5.6,6.4,5.1,4.1,3.3,1.7,1.3,83558,6.513617739,7.610267534,67,82.2,63.4,78.4,5.4,54.01322846,9.858777261,0.393278513,23.44029317,0,6.408652127,5.885770468,21.88058634,42.31766178,6.196440343,20.468029,35.34607779,37.98945287,81.89089173,18.10910827,77.87394055,74.44789304,69.48788349,6.929688433,3.426047511,4.016951176,3.575265608,2.11889698,1.659305241,0.441685568,18.10910827,16.96311329,10.83920258,7.055031634,1.145994986,81.89089173,18.10910827,77.87394055,74.44789304,69.48788349,6.929688433,3.426047511,4.016951176,3.575265608,
78757,3576,"Austin, TX",1760.25,92.5,7.5,2.9,1.7,55.6,676,5.7,6.2,4.9,5.9,8.9,12.8,25706,36.9,97.5,7.5,5.8,5.6,3.8,3.7,10,10.4,9.6,8.3,7.4,5.9,5,6.2,3.2,2.9,1.6,1.6,1.6,76716,9.959016393,6.352459016,76,87.3,73.7,84.8,3,83.69179978,1.548769238,0,3.160654464,0,9.486818469,2.111958052,20.85740642,72.36976259,6.945477076,10.92317224,20.69392813,61.43742255,87.03349005,12.96650995,84.57832724,75.06529688,72.8016716,3.331592083,9.513030356,2.455162807,1.996633583,1.375587672,0.621045911,0.458529224,12.96650995,10.83638052,7.702130129,3.865575483,2.130129433,87.03349005,12.96650995,84.57832724,75.06529688,72.8016716,3.331592083,9.513030356,2.455162807,1.996633583,
75089,3578,"Dallas-Fort Worth, TX",1617.25,98.3,1.7,0,6,95.4,95,0.8,0,0,0.1,0.4,2.9,36324,37.5,99.5,7.3,6.1,7.5,8.6,4.5,6.3,6.8,6.4,6.9,8.6,8.8,7.1,5.4,3.3,2.3,1.8,1.6,0.6,107111,6.490808076,5.325443787,74.2,84.9,69.7,79.9,6.1,63.65073662,21.87926698,0.309019044,10.88753144,0,1.742723679,1.530722242,15.46891843,50.36651096,5.514383228,21.46757679,35.3534861,37.66455388,85.02276646,14.97723354,79.94783608,73.72353123,72.7819283,2.2147562,6.224304849,5.074930374,2.895539543,2.678926661,0.274081606,2.179390832,14.97723354,11.99770125,10.71128597,1.918571239,2.979532293,85.02276646,14.97723354,79.94783608,73.72353123,72.7819283,2.2147562,6.224304849,5.074930374,2.895539543,
22041,3579,"Washington, DC",1743.166667,95.8,4.2,0.2,4.5,18.4,899,7.9,0.8,3.3,7.4,13.3,48.8,28429,35.5,98.7,8.3,6.6,4.7,6,6.4,7.8,9.3,6.8,6.7,6.8,5.9,5.3,5.3,4.8,3.3,2.5,1.5,2,72298,12.91508608,6.232856726,68.3,81.4,64.2,76.5,5.7,49.30147713,15.99483894,0.035593522,15.45203773,0.044491902,15.18063712,3.990923652,27.34917245,37.40434241,19.58567508,15.84106653,16.43576003,48.13749837,81.01338542,18.98661458,76.44625725,57.17240191,55.22490952,4.182225541,19.27385535,4.567128167,1.936002758,1.436203826,0.649164129,2.631125409,18.98661458,11.74240248,9.582351927,3.194117309,7.244212099,81.01338542,18.98661458,76.44625725,57.17240191,55.22490952,4.182225541,19.27385535,4.567128167,1.936002758,
33408,3583,"Miami-Fort Lauderdale, FL",2111.791667,70.3,29.7,1.3,7.2,34,647,5,1.9,5.3,5,7.6,39.8,18207,58.4,96.5,2.6,2.4,3.2,3.4,4,3,4,3.8,3.7,6.5,8,8.4,9,8.7,7.8,8.2,7,6.2,76030,6.066536204,5.696890628,53.3,80.5,51.7,78.2,3.1,94.59182443,2.200651152,0,1.507295309,0,1.296273966,0.403955143,8.9653925,86.87447245,5.3651619,18.24627748,28.30300165,48.08555897,79.90739744,20.09260256,77.63540433,71.44395391,69.4411543,3.499515452,6.191450415,2.271993109,1.625928718,1.205986863,0.516851513,0.646064391,20.09260256,16.52848067,12.86744912,4.576289437,3.564121891,79.90739744,20.09260256,77.63540433,71.44395391,69.4411543,3.499515452,6.191450415,2.271993109,1.625928718,
64030,3586,"Kansas City, MO",1666.166667,91.2,8.8,0.9,5.5,56.4,741,6.7,3.7,4.8,8.3,16.3,3.4,24983,34.2,91.9,7.5,7.5,6.3,5,8.2,9.2,7.7,6.1,5.6,6.8,5.3,7,5.3,4.3,3.8,1.9,1.4,1.1,46902,12.68047299,15.41778271,68,79.2,64.7,75.7,4.8,52.98071003,38.39523907,0.205212395,2.00082085,0,2.590806485,3.827211164,8.552226554,47.46562692,10.14339623,33.6,36.63396226,19.62264151,79.45586145,20.54413855,75.92736203,61.21235621,59.06682177,3.929171514,14.71500582,3.528499418,2.500969368,1.337727801,1.202016285,1.02753005,20.54413855,15.3935634,8.905260437,8.349489466,5.150575158,79.45586145,20.54413855,75.92736203,61.21235621,59.06682177,3.929171514,14.71500582,3.528499418,2.500969368,
85396,3586,"Phoenix, AZ",1273.083333,84.3,15.7,3.3,6.4,95,105,1.3,0.2,0,0,0,0.2,20905,40.5,91.8,5.4,9.2,8.9,6.7,2.8,4.6,4.4,7.4,6.1,6.5,5.9,5.8,7,8.7,6.2,2.6,0.7,1.1,89919,5.216321121,8.444570671,53.7,72.3,51.2,69.1,3.4,86.05519686,3.87390809,0.373464996,1.75971642,0.151917964,5.639954425,2.145841246,20.0595012,73.03456134,7.131410256,21.12379808,41.66666667,30.078125,71.9897766,28.0102234,69.812571,65.32563423,62.76978417,5.187429004,4.486936766,2.177205604,1.86482393,1.202196138,0.662627793,0.312381674,28.0102234,26.09806891,19.50018932,8.159787959,1.912154487,71.9897766,28.0102234,69.812571,65.32563423,62.76978417,5.187429004,4.486936766,2.177205604,1.86482393,
2115,3587,"Boston, MA",2158.708333,89.2,10.8,1.6,3.4,0.4,243,2.4,1.8,10.9,16.3,13,55,28652,21.9,98,1,1,1,27.7,30.8,9.5,4.8,3.6,2.5,2.8,2.8,2.3,2.2,2.3,1.7,1.3,1.4,1.2,43144,21.09966418,4.485172747,57.4,67.9,49.5,61.9,13.8,64.31816543,8.513016514,0.194706858,18.27359919,0.645417177,4.968630562,3.086464268,13.65832552,57.88923343,8.164665523,10.63464837,13.72212693,67.47855918,64.35247596,35.64752404,56.70890626,54.92945089,50.62460681,4.915970163,1.779455379,7.643569695,7.607621102,6.920104251,0.781881909,0.035948594,35.64752404,34.19609958,30.15637638,4.866540847,1.451424463,64.35247596,35.64752404,56.70890626,54.92945089,50.62460681,4.915970163,1.779455379,7.643569695,7.607621102,
75240,3592,"Dallas-Fort Worth, TX",2064.583333,89.1,10.9,2.8,8.3,20.6,447,3.9,1.9,6.7,13.1,18.2,35.5,28534,30,114,8.2,8.8,8,7.1,8.8,9.1,8.6,8.6,6.9,5.3,4.5,4.3,4.5,2.8,1.4,1.3,0.9,0.8,51569,13.53565659,4.004154166,78.8,86.8,74.3,82.9,5.7,32.42562494,13.38751069,0.209105598,4.082311567,0,44.00247125,5.892975953,53.91597757,25.035643,30.05198839,19.499021,19.18844102,31.26054959,86.78434035,13.21565965,82.55261371,46.99592668,44.97058158,2.828694275,35.55668703,4.231726635,1.312514143,1.01267255,0.514822358,2.919212492,13.21565965,6.749264539,4.271328355,2.953156823,6.466395112,86.78434035,13.21565965,82.55261371,46.99592668,44.97058158,2.828694275,35.55668703,4.231726635,1.312514143,
64138,3593,"Kansas City, MO",1209.083333,91.3,8.7,0.6,7.9,74.4,651,5.7,0.5,5.5,6,4.5,3,25417,38.1,92.5,7.6,6.1,5.6,7.5,6.9,6.6,6.4,6.3,6,6.5,6.1,6.4,7,5,3.6,2.7,2,1.8,46104,12.91567897,12.71926854,66.1,79.6,64,77.6,3.1,47.75373545,44.22567588,0.539703163,1.444205687,0.389785618,2.983359152,2.663535056,6.541402229,43.9558243,6.115550092,30.75445605,37.59987707,25.53011678,79.96426917,20.03573083,77.49619533,68.00105869,65.57930259,5.366240985,9.495136637,2.468073844,1.257195792,0.754317475,0.502878317,1.210878052,20.03573083,16.63468537,9.442202078,8.297492225,3.401045458,79.96426917,20.03573083,77.49619533,68.00105869,65.57930259,5.366240985,9.495136637,2.468073844,1.257195792,
34691,3594,"Tampa, FL",1101.083333,73,27,4.8,3,75.8,382,3.2,0.3,0.6,3.5,1.7,2.5,20257,44.7,101,5.6,5.5,5.1,3.8,5,7.6,7.1,6.3,4.3,6.6,6.1,8.2,7.1,7.8,5.6,4,2.3,2.1,39619,15.59695174,14.49618967,52.6,68.9,48.9,64.4,7.1,90.02918578,6.206444696,0.113169337,1.637977247,0.041693966,0.559890404,1.411638573,11.54327238,80.87438204,7.079318013,46.59006672,30.80059303,15.53002224,68.88907549,31.11092451,64.3294987,45.59576791,40.4735914,6.600050382,18.73373079,4.559576791,2.519103199,1.00764128,1.553446973,2.040473591,31.11092451,22.42001847,10.46267529,14.61079856,8.690906037,68.88907549,31.11092451,64.3294987,45.59576791,40.4735914,6.600050382,18.73373079,4.559576791,2.519103199,
91354,3595,"Los Angeles-Long Beach-Anaheim, CA",2020.5,98.8,1.2,0,0,74.4,1386,13.1,0.4,1.5,1.4,1.8,7,32544,37.6,95.1,7.2,9.1,8.5,6.3,4.5,5,5.6,7.8,6.9,8.8,7.9,7.1,5.5,3.4,2.4,1.7,1.1,1.2,128308,3.473016533,4.762399917,71.4,82.4,68,78.8,4.7,70.08690541,4.273898988,0.44922121,18.70775431,0.033586633,2.87585541,3.572778034,16.8562912,57.52130652,2.510837133,11.19180319,32.20176772,54.09559196,82.15384615,17.84615385,78.51794872,76.11282051,73.16410256,5.543589744,2.405128205,3.635897436,3.082051282,2.384615385,0.928205128,0.553846154,17.84615385,16.84102564,14.82564103,2.917948718,1.005128205,82.15384615,17.84615385,78.51794872,76.11282051,73.16410256,5.543589744,2.405128205,3.635897436,3.082051282,
91101,3596,"Los Angeles-Long Beach-Anaheim, CA",2529.625,84.8,15.2,2.3,3.2,5.4,492,3.9,1.7,6,10.1,14.7,58,21395,34.9,82.6,6,2.7,2.8,2.8,6.9,15.4,13.8,8,7,5.8,5.4,5.2,4.8,3.3,1.9,2.6,2.3,3.4,70075,17.93509942,6.146771164,68.5,80.5,66.1,77.9,3.4,52.27224576,7.033898305,0.577330508,25.61440678,0.174788136,10.32309322,4.004237288,24.62923729,40.06885593,6.796046978,6.853337153,21.41220281,64.93841306,80.27061856,19.72938144,77.69974227,72.16494845,65.98582474,7.119845361,5.534793814,2.570876289,2.422680412,1.804123711,0.682989691,0.148195876,19.72938144,18.78221649,11.14046392,7.854381443,0.947164948,80.27061856,19.72938144,77.69974227,72.16494845,65.98582474,7.119845361,5.534793814,2.570876289,2.422680412,
